'181'	'1198'	1.0
'181'	'1197'	0.9116318225860596
'181'	'1196'	0.7120867967605591
'4368'	'608'	0.7290173768997192
'4488'	'2028'	0.8825104236602783
'1087'	'316'	0.45550820231437683
'4488'	'733'	0.4468774199485779
'4488'	'736'	0.3136460483074188
'1285'	'3418'	0.409639835357666
'1285'	'1221'	0.7869691848754883
'1860'	'1265'	0.6411529779434204
'5886'	'1221'	0.771458625793457
'5886'	'1222'	0.7883598208427429
'1860'	'2115'	0.6981948018074036
'5886'	'1220'	0.4631417393684387
'4488'	'2011'	0.6024584174156189
'2304'	'1676'	0.2750878930091858
'4368'	'1270'	0.8732393383979797
'3308'	'780'	0.39895230531692505
'1496'	'316'	0.45550569891929626
'1285'	'2571'	0.736517608165741
'181'	'750'	0.5445890426635742
'2304'	'2529'	0.6278976798057556
'4368'	'858'	0.672958493232727
'963'	'50'	0.7367188334465027
'1912'	'2657'	0.5308557152748108
'4368'	'1036'	0.681430995464325
'1285'	'1210'	0.7565948367118835
'3031'	'2194'	0.631423830986023
'1860'	'1270'	0.8701303601264954
'5376'	'296'	0.7875276207923889
'4488'	'1197'	0.9039211273193359
'1912'	'1573'	0.5921427011489868
'4488'	'1196'	0.7423778772354126
'5886'	'2529'	0.6031258702278137
'2304'	'1206'	0.8111926913261414
'1752'	'1200'	0.8318608999252319
'4488'	'1198'	1.0
'3539'	'1917'	0.09288669377565384
'1285'	'2100'	0.3666604161262512
'181'	'2028'	0.8570035696029663
'1285'	'1206'	0.8000506162643433
'5376'	'1954'	0.5677725672721863
'1285'	'1200'	0.812961220741272
'4064'	'480'	0.6951137781143188
'550'	'1617'	0.6921219229698181
'4488'	'750'	0.6414210796356201
'1087'	'2291'	0.5405195951461792
'3308'	'316'	0.2959987223148346
'2304'	'1213'	0.7971858978271484
'1912'	'1584'	0.5307605266571045
'4368'	'1291'	0.6383922696113586
'1680'	'3175'	0.5448060631752014
'963'	'2916'	0.5490856766700745
'1752'	'1210'	0.7827998995780945
'4368'	'3471'	0.3204807937145233
'5886'	'1206'	0.7825657725334167
'5376'	'1721'	0.5417113900184631
'1752'	'1214'	0.7936903834342957
'1680'	'736'	0.2755439877510071
'1860'	'1291'	0.6850280165672302
'1860'	'3471'	0.37269145250320435
'1087'	'1198'	0.9999927878379822
'1087'	'1197'	0.9074673652648926
'5886'	'1214'	0.7936946153640747
'5886'	'1213'	0.82774418592453
'5886'	'1210'	0.7827962636947632
'1752'	'1220'	0.4631434977054596
'181'	'1396'	0.3511076867580414
'963'	'367'	0.5122681260108948
'3539'	'260'	0.7907359004020691
'1752'	'1221'	0.7714511156082153
'4368'	'648'	0.48166975378990173
'1680'	'733'	0.4974021911621094
'1860'	'2396'	0.42132389545440674
'2304'	'1221'	0.7647844552993774
'181'	'2012'	0.5774296522140503
'1912'	'2699'	0.4020077586174011
'181'	'2011'	0.5565381050109863
'1912'	'1127'	0.6465529799461365
'963'	'592'	0.72892826795578
'2304'	'3418'	0.420487642288208
'5376'	'1544'	0.2921522855758667
'5376'	'1307'	0.7957431077957153
'1752'	'3418'	0.4084112346172333
'5376'	'1304'	0.6632335186004639
'5886'	'1270'	0.8552151918411255
'3308'	'588'	0.34921422600746155
'4488'	'541'	0.8339236974716187
'3308'	'587'	0.20243996381759644
'1912'	'1376'	0.9940149784088135
'181'	'1374'	0.7339274883270264
'1752'	'2571'	0.7730274200439453
'5886'	'3418'	0.40841811895370483
'1285'	'3471'	0.3727114498615265
'3308'	'110'	0.8701744079589844
'1912'	'1377'	0.40136227011680603
'3539'	'1954'	0.6080591678619385
'5886'	'608'	0.7032502293586731
'1087'	'733'	0.4974129796028137
'4064'	'1721'	0.5254025459289551
'181'	'3793'	0.17977900803089142
'181'	'1376'	0.9941035509109497
'4488'	'316'	0.4383947253227234
'5886'	'2571'	0.7730289697647095
'5886'	'1240'	0.7278943657875061
'1087'	'2012'	0.5617644190788269
'1087'	'2011'	0.5670387148857117
'963'	'32'	0.866296112537384
'3308'	'357'	0.13962562382221222
