1912	1377	0.4
1912	1387	1.0
1912	357	0.8
1912	1220	0.0
1912	1222	0.6
1912	3471	0.8
1912	2571	0.2
1912	39	0.6
1912	3256	0.0
1912	1527	0.2
1912	2396	0.6
1912	587	0.2
1912	2100	0.0
1912	648	0.4
1912	919	1.0
1912	260	0.8
1912	316	0.0
1912	1127	0.2
1912	1210	0.6
1912	296	0.6
1912	588	0.6
1912	2985	0.4
1912	2115	0.6
1912	733	0.0
1912	1584	0.4
1912	2012	0.2
1912	1198	0.8
1912	1391	0.4
1912	2657	0.0
1912	1089	0.4
1912	1376	0.6
1912	1617	0.8
1912	2699	0.0
1912	1573	0.2
1912	50	1.0
1912	589	0.6
1912	1094	0.4
1912	1307	0.0
1912	1396	0.4
1912	367	0.0
1912	21	0.0
1912	3578	0.2
1912	110	0.6
1087	357	0.8
1087	1220	0.0
1087	3418	0.0
1087	858	1.0
1087	1097	1.0
1087	1222	0.8
1087	3471	0.8
1087	2571	0.6
1087	1265	0.0
1087	39	0.0
1087	1356	0.8
1087	1206	1.0
1087	2011	1.0
1087	1036	0.8
1087	3256	0.4
1087	1291	0.8
1087	2396	0.8
1087	587	0.0
1087	924	1.0
1087	2100	0.8
1087	1197	1.0
1087	2194	0.0
1087	2628	1.0
1087	1270	1.0
1087	919	1.0
1087	260	1.0
1087	316	0.0
1087	1200	0.8
1087	296	0.8
1087	380	0.4
1087	480	1.0
1087	1213	1.0
1087	588	1.0
1087	2115	1.0
1087	733	0.4
1087	1954	0.8
1087	1584	1.0
1087	32	1.0
1087	2291	0.8
1087	457	0.8
1087	1917	0.0
1087	2012	0.0
1087	1198	1.0
1087	2406	0.8
1087	1580	0.8
1087	1376	0.4
1087	1573	0.0
1087	589	0.8
1087	349	0.6
1087	1396	0.6
1087	1610	0.8
1087	377	0.4
1087	1221	1.0
1087	3578	0.6
1752	1377	0.4
1752	1387	0.8
1752	2000	1.0
1752	1220	0.0
1752	3418	0.8
1752	1097	1.0
1752	2571	0.8
1752	1036	1.0
1752	1214	1.0
1752	1374	0.8
1752	541	0.8
1752	924	0.8
1752	2100	0.8
1752	2194	0.8
1752	3793	0.8
1752	919	1.0
1752	1370	0.6
1752	260	1.0
1752	750	1.0
1752	316	0.4
1752	1127	0.2
